question,references,corpus_id
What is the function of BrainBike-4 in the pBAE-CRHR-Zw formulation?,"[{""content"": ""-specific cellular targeting. subsequently, addition of a photo-cleavable zwitterionic-graft, enabled recovery of its on-site transfection capacity. lastly, t"", ""start_index"": 5460, ""end_index"": 5632}]",14
What is the significance of the Z-potential in the characterization of OM-pBAEs?,"[{""content"": ""n-site transfection capacity. lastly, the pbaes-crhr-zw were functionalized with brainbike-4 (bb4), aiming to mediate cancer cell selectivity and blood-brain barrier (bbb) transport. bb4 is a"", ""start_index"": 16930, ""end_index"": 17204}]",14
What is the role of carbon additives in lithium-ion battery electrodes?,"[{""content"": ""anisms and in vivo delivery standards [19\u201321]. the z-potential of control om-pbae polyplexes having two different homomeric oligopeptides, -crrr and -chhh, was roughly 26 mv as previously reported, while om-pbaes having single chain of heteromeric oligopeptide show a slightly higher charge, 3"", ""start_index"": 2418, ""end_index"": 2771}]",15
What are the advantages of solvent-free (SF) manufacturing processes for lithium-ion battery electrodes?,"[{""content"": ""ronics to transportation [1]. lib cells are made of two porous electrodes supported on current collectors, and a porous separator. the electrodes are composites made of active material (am) ensuring lithiation and de-lithiation electrochemical reactions, carbon additives ensuring good electrical conductivity, and polymeric binders ensuring mechanical integrity. the pores"", ""start_index"": 4590, ""end_index"": 5010}]",15
What is the significance of the twin-screw extruder (TSE) in the solvent-free process?,"[{""content"": ""ed manufacturing process, solvent-free (sf) manufacturing processes of lib electrodes have gained increasing popularity due to its numerous advantages [7]. sf processes eliminate the use of solvents in the mixing of the materials, thereby circumventing the energy-intensive drying step in the conventional wet processing: this has the potential to reduce the energy consumption of the total lib cell manufacturing process for around 45%-47%"", ""start_index"": 7679, ""end_index"": 8147}]",15
What is the role of the recirculation circuit in the extrusion model?,"[{""content"": ""in advancing the field [19]. for the single-screw extruder, the mixing only occurs in the narrow gap formed between the screw tip and the mixing chamber wall. whereas, for the tse, the mixing process also happens between the two screws, with the material going from one side to another side and from one end to another end. in addition, since the tse allows for higher shear rates, the mixing of the materials is expected to be more homogeneous than in a single-screw extruder. other ho"", ""start_index"": 15434, ""end_index"": 15688}]",15
What is the effect of screw rotation speed on the microstructure of extruded filaments?,"[{""content"": ""the model and the experiment. in addition, we add a material injection barrel and a recirculation circuit to ensure that the particles would not be overflowed and lost during the simulation. this recirculation circuit is something that exists in the real extruder. second, w"", ""start_index"": 10949, ""end_index"": 11148}]",15
What is the purpose of using a Discrete Element Method (DEM) in the extrusion process simulation?,"[{""content"": ""m model's computational cost. we also explored two injection sequences and analyzed the influence of screw rotation speed on the microstructure of the filaments, which are the outlets of the extrusion process. our arti"", ""start_index"": 1209, ""end_index"": 1533}]",15
What are the main components of the model geometry in the extrusion process simulation?,"[{""content"": ""thium-ion battery electrodes. our study is supported by a newly developed dynamic 3d-resolved numerical model capable of simulating the extrusion process, including material recirculation within the extruder. this model describes the extrusion process at the mesoscale through a granular approach based on the discrete element method. our model"", ""start_index"": 12030, ""end_index"": 12277}]",15
What is the assumed diameter for Active Material (AM) particles in the model?,"[{""content"": ""etry, particles and software the model consists of the geometry of the extruder and the material particles used to form the filaments. the extruder in this model contains a twin-screw, an extruder barrel and a recirculation circuit (made of a simple pipe). it was di"", ""start_index"": 13184, ""end_index"": 13312}]",15
What is the assumed diameter for Binder-Carbon (BC) particles in the model?,"[{""content"": ""ranges from 0.3 \u03bcm to 20 \u03bcm. to simplify the particle size distribution in the model, we assume a diameter of 10 \u03bcm for the am particles. the bc pa"", ""start_index"": 13983, ""end_index"": 14060}]",15
What is the main contribution to the intermolecular interaction energy in non-covalent systems?,"[{""content"": ""table and unable to continue. therefore, we assume a diameter of 5 \u03bcm for bc particles. since th"", ""start_index"": 1391, ""end_index"": 1637}]",16
How does the CCPP2(T) method improve the calculation of dispersion energy?,"[{""content"": ""rsion interaction. 1 introduction one of the most important contributions to the intermolecular molecular interaction energy originates from the mutual correlation of the electron movements between molecules. this effect is known as the dispersion interaction, and"", ""start_index"": 794, ""end_index"": 1006}]",16
How does the paper propose to handle the slow convergence of dispersion energy calculations with respect to basis set size?,"[{""content"": ""The calculation of the dispersion energy is a daunting task for two main reasons: it is very sensitive to intramonomer correlation effects and secondly, it is slowly convergent with respect to the basis set size."", ""start_index"": 3164, ""end_index"": 3396}]",16
What structural changes occur in CFO/CN after prolonged cycling?,"[{""content"": ""by solving a linear equation. we introduced an approximate scheme dubbed ccpp2(t) for the dispersion energy accurate to the second order of intramonomer correlation, which includes certain classes to be summed to infinity. assessmen"", ""start_index"": 780, ""end_index"": 946}]",17
What are the main degradation mechanisms affecting the CFO/CN catalyst during OER?,"[{""content"": ""cally meaningful components. the calculation of the dispersion energy is a daunting task for two main reasons: it is very sensitive to intramonomer correlation effects and secondly, it is slowly convergent with respect to the basis set size. these pro"", ""start_index"": 13642, ""end_index"": 13888}]",17
What is the significance of oxygen vacancies in the CFO/CN composite?,"[{""content"": ""citive contributions from cn. however, prolonged cycling leads to structural degradation, oxygen vacancy depletion, and surface amorphization, resulting in performance decline. despite t"", ""start_index"": 2498, ""end_index"": 2682}]",17
How does the presence of CN affect the electrochemical impedance spectroscopy (EIS) results for CFO/CN?,"[{""content"": ""roaching the activity level of cfo. the decline in cfo/cn could be associated with the loss of active sites, reduced pseudocapacitive contributions, and structural transformations, including the formation of less active phases such as (co, fe)ooh and (co, fe)o_2."", ""start_index"": 16878, ""end_index"": 17048}]",17
What type of interactions predominantly govern polysaccharide retention on a non-polar diamond surface initially?,"[{""content"": ""ic efficiency over time. additionally, the formation and subsequent loss of oxygen vacancies, which are crucial for intermediate adsorption and charge transfer, further contribute to performance decline."", ""start_index"": 2081, ""end_index"": 2227}]",18
How does the adsorption capacity and binding strength of polysaccharides compare between goethite and diamond surfaces?,"[{""content"": ""| - | - | 1.00e-04 | - | - | in contrast, the nyquist plots for cfo/cn (figure 3c) exhibit two distinct semicircles, indicating the presence of multiple electrochemical processes. the high-"", ""start_index"": 1404, ""end_index"": 1654}]",18
What type of interactions follow electrostatic interactions during polysaccharide adsorption on goethite?,"[{""content"": ""ps groups became predominant. in contrast, the non-polar diamond surface promoted hydrophobic interactions that governed polysaccharide retention initially; subseque"", ""start_index"": 1817, ""end_index"": 2009}]",18
What happens to the hydrophobic character of organo-mineral associations upon polysaccharide adsorption?,"[{""content"": ""mpact on surface wettability. experiments revealed distinct bonding and kinetic behavior that depended on the polarity of the surface: goethite presented a higher adsorption capacity and binding strength but slower adsorption kinetics, compared to the diamond. further,"", ""start_index"": 2315, ""end_index"": 2472}]",18
What type of spectroscopy was used to study the conformational changes of polysaccharides at the interfaces?,"[{""content"": ""during adsorption and desorption. on goethite, electrostatic interactions with the surface were followed by the formation of inter- and intra- molecular h-bonds between side groups of polysaccharide chains, whil"", ""start_index"": 16585, ""end_index"": 16797}]",18
What is the significance of the water contact angle (WCA) in the context of this study?,"[{""content"": ""s charged hydrophilic groups. both ps-goethite and ps-diamond organo-mineral associations developed a hydrophobic character (i.e., low wettability) upon ps adsorption. thus, we"", ""start_index"": 6440, ""end_index"": 6584}]",18
